step,episode,episode_return,episode_len,epsilon,success
44232,695,-0.6400,64,0.7199,0
44296,696,-0.6400,64,0.7195,0
44342,697,0.5500,46,0.7192,1
44406,698,-0.6400,64,0.7188,0
44470,699,-0.6400,64,0.7184,0
44528,700,0.4300,58,0.7180,1
44592,701,-0.6400,64,0.7176,0
44650,702,0.4300,58,0.7172,1
44714,703,-0.6400,64,0.7168,0
44778,704,-0.6400,64,0.7164,0
44837,705,0.4200,59,0.7160,1
44901,706,-0.6400,64,0.7156,0
44965,707,-0.6400,64,0.7152,0
45029,708,-0.6400,64,0.7148,0
45093,709,-0.6400,64,0.7144,0
45157,710,-0.6400,64,0.7140,0
45221,711,-0.6400,64,0.7136,0
45285,712,-0.6400,64,0.7132,0
45323,713,0.6300,38,0.7130,1
45387,714,-0.6400,64,0.7125,0
45451,715,-0.6400,64,0.7121,0
45503,716,0.4900,52,0.7118,1
45567,717,-0.6400,64,0.7114,0
45626,718,0.4200,59,0.7110,1
45690,719,-0.6400,64,0.7106,0
45754,720,-0.6400,64,0.7102,0
45818,721,-0.6400,64,0.7098,0
45882,722,-0.6400,64,0.7094,0
45946,723,-0.6400,64,0.7090,0
46010,724,-0.6400,64,0.7086,0
46074,725,-0.6400,64,0.7082,0
46138,726,-0.6400,64,0.7078,0
46202,727,-0.6400,64,0.7074,0
46266,728,-0.6400,64,0.7070,0
46330,729,-0.6400,64,0.7066,0
46394,730,-0.6400,64,0.7062,0
46458,731,-0.6400,64,0.7058,0
46522,732,-0.6400,64,0.7054,0
46586,733,-0.6400,64,0.7050,0
46650,734,-0.6400,64,0.7046,0
46714,735,-0.6400,64,0.7041,0
46778,736,-0.6400,64,0.7037,0
46842,737,-0.6400,64,0.7033,0
46882,738,0.6100,40,0.7031,1
46946,739,-0.6400,64,0.7027,0
47010,740,-0.6400,64,0.7023,0
47074,741,-0.6400,64,0.7019,0
47138,742,-0.6400,64,0.7015,0
47202,743,-0.6400,64,0.7011,0
47266,744,-0.6400,64,0.7006,0
47330,745,-0.6400,64,0.7002,0
47394,746,-0.6400,64,0.6998,0
47458,747,-0.6400,64,0.6994,0
47522,748,-0.6400,64,0.6990,0
47586,749,-0.6400,64,0.6986,0
47650,750,-0.6400,64,0.6982,0
47714,751,-0.6400,64,0.6978,0
47778,752,-0.6400,64,0.6974,0
47842,753,-0.6400,64,0.6970,0
47906,754,-0.6400,64,0.6966,0
47970,755,-0.6400,64,0.6962,0
48034,756,-0.6400,64,0.6958,0
48098,757,-0.6400,64,0.6954,0
48162,758,-0.6400,64,0.6950,0
48221,759,0.4200,59,0.6946,1
48285,760,-0.6400,64,0.6942,0
48349,761,-0.6400,64,0.6938,0
48413,762,-0.6400,64,0.6934,0
48477,763,-0.6400,64,0.6930,0
48541,764,-0.6400,64,0.6926,0
48605,765,-0.6400,64,0.6922,0
48669,766,-0.6400,64,0.6918,0
48733,767,-0.6400,64,0.6914,0
48797,768,-0.6400,64,0.6910,0
48861,769,-0.6400,64,0.6905,0
48925,770,-0.6400,64,0.6901,0
48989,771,-0.6400,64,0.6897,0
49053,772,-0.6400,64,0.6893,0
49117,773,-0.6400,64,0.6889,0
49181,774,-0.6400,64,0.6885,0
49245,775,-0.6400,64,0.6881,0
49309,776,-0.6400,64,0.6877,0
49373,777,-0.6400,64,0.6873,0
49437,778,-0.6400,64,0.6869,0
49501,779,-0.6400,64,0.6865,0
49565,780,-0.6400,64,0.6861,0
49629,781,-0.6400,64,0.6857,0
49693,782,-0.6400,64,0.6853,0
49757,783,-0.6400,64,0.6849,0
49821,784,-0.6400,64,0.6845,0
49885,785,-0.6400,64,0.6841,0
49949,786,-0.6400,64,0.6837,0
50013,787,-0.6400,64,0.6833,0
50077,788,-0.6400,64,0.6828,0
50141,789,-0.6400,64,0.6824,0
50205,790,-0.6400,64,0.6820,0
50269,791,-0.6400,64,0.6816,0
50333,792,-0.6400,64,0.6812,0
50397,793,-0.6400,64,0.6808,0
50461,794,-0.6400,64,0.6804,0
50525,795,-0.6400,64,0.6800,0
50589,796,-0.6400,64,0.6796,0
50653,797,-0.6400,64,0.6792,0
50717,798,-0.6400,64,0.6788,0
50781,799,-0.6400,64,0.6784,0
50845,800,-0.6400,64,0.6780,0
50909,801,-0.6400,64,0.6776,0
50973,802,-0.6400,64,0.6772,0
51037,803,-0.6400,64,0.6768,0
51101,804,-0.6400,64,0.6764,0
51165,805,-0.6400,64,0.6760,0
51229,806,-0.6400,64,0.6755,0
51293,807,-0.6400,64,0.6751,0
51357,808,-0.6400,64,0.6747,0
51421,809,-0.6400,64,0.6743,0
51485,810,-0.6400,64,0.6739,0
51549,811,-0.6400,64,0.6735,0
51613,812,-0.6400,64,0.6731,0
51677,813,-0.6400,64,0.6727,0
51741,814,-0.6400,64,0.6723,0
51805,815,-0.6400,64,0.6719,0
51869,816,-0.6400,64,0.6715,0
51933,817,-0.6400,64,0.6711,0
51997,818,-0.6400,64,0.6707,0
52061,819,-0.6400,64,0.6703,0
52114,820,0.4800,53,0.6699,1
52178,821,-0.6400,64,0.6695,0
52242,822,-0.6400,64,0.6691,0
52306,823,-0.6400,64,0.6687,0
52370,824,-0.6400,64,0.6683,0
52434,825,-0.6400,64,0.6679,0
52498,826,-0.6400,64,0.6675,0
52562,827,-0.6400,64,0.6671,0
52626,828,-0.6400,64,0.6667,0
52690,829,-0.6400,64,0.6663,0
52754,830,-0.6400,64,0.6659,0
52818,831,-0.6400,64,0.6655,0
52882,832,-0.6400,64,0.6651,0
52946,833,-0.6400,64,0.6647,0
53010,834,-0.6400,64,0.6643,0
53074,835,-0.6400,64,0.6639,0
53138,836,-0.6400,64,0.6635,0
53202,837,-0.6400,64,0.6631,0
53266,838,-0.6400,64,0.6626,0
53330,839,-0.6400,64,0.6622,0
53394,840,-0.6400,64,0.6618,0
53458,841,-0.6400,64,0.6614,0
53522,842,-0.6400,64,0.6610,0
53586,843,-0.6400,64,0.6606,0
53650,844,-0.6400,64,0.6602,0
53714,845,-0.6400,64,0.6598,0
53778,846,-0.6400,64,0.6594,0
53833,847,0.4600,55,0.6591,1
53897,848,-0.6400,64,0.6587,0
53961,849,-0.6400,64,0.6582,0
54025,850,-0.6400,64,0.6578,0
54089,851,-0.6400,64,0.6574,0
54153,852,-0.6400,64,0.6570,0
54217,853,-0.6400,64,0.6566,0
54281,854,-0.6400,64,0.6562,0
54345,855,-0.6400,64,0.6558,0
54409,856,-0.6400,64,0.6554,0
54473,857,-0.6400,64,0.6550,0
54537,858,-0.6400,64,0.6546,0
54601,859,-0.6400,64,0.6542,0
54665,860,-0.6400,64,0.6538,0
54729,861,-0.6400,64,0.6534,0
54793,862,-0.6400,64,0.6530,0
54857,863,-0.6400,64,0.6526,0
54921,864,-0.6400,64,0.6522,0
54985,865,-0.6400,64,0.6518,0
55049,866,-0.6400,64,0.6514,0
55113,867,-0.6400,64,0.6510,0
55177,868,-0.6400,64,0.6505,0
55241,869,-0.6400,64,0.6501,0
55305,870,-0.6400,64,0.6497,0
55369,871,-0.6400,64,0.6493,0
55433,872,-0.6400,64,0.6489,0
55497,873,-0.6400,64,0.6485,0
55561,874,-0.6400,64,0.6481,0
55625,875,-0.6400,64,0.6477,0
55689,876,-0.6400,64,0.6473,0
55753,877,-0.6400,64,0.6469,0
55817,878,-0.6400,64,0.6465,0
55881,879,-0.6400,64,0.6461,0
55945,880,-0.6400,64,0.6457,0
56009,881,-0.6400,64,0.6453,0
56073,882,-0.6400,64,0.6449,0
56137,883,-0.6400,64,0.6445,0
56201,884,-0.6400,64,0.6441,0
56265,885,-0.6400,64,0.6437,0
56329,886,-0.6400,64,0.6432,0
56393,887,-0.6400,64,0.6428,0
56457,888,-0.6400,64,0.6424,0
56521,889,-0.6400,64,0.6420,0
56585,890,-0.6400,64,0.6416,0
56649,891,-0.6400,64,0.6412,0
56713,892,-0.6400,64,0.6408,0
56777,893,-0.6400,64,0.6404,0
56841,894,-0.6400,64,0.6400,0
56905,895,-0.6400,64,0.6396,0
56969,896,-0.6400,64,0.6392,0
57033,897,-0.6400,64,0.6388,0
57097,898,-0.6400,64,0.6384,0
57161,899,-0.6400,64,0.6380,0
57225,900,-0.6400,64,0.6376,0
57289,901,-0.6400,64,0.6372,0
57353,902,-0.6400,64,0.6368,0
57417,903,-0.6400,64,0.6364,0
57481,904,-0.6400,64,0.6360,0
57545,905,-0.6400,64,0.6355,0
57609,906,-0.6400,64,0.6351,0
57673,907,-0.6400,64,0.6347,0
57737,908,-0.6400,64,0.6343,0
57801,909,-0.6400,64,0.6339,0
57865,910,-0.6400,64,0.6335,0
57929,911,-0.6400,64,0.6331,0
57993,912,-0.6400,64,0.6327,0
58057,913,-0.6400,64,0.6323,0
58121,914,-0.6400,64,0.6319,0
58185,915,-0.6400,64,0.6315,0
58249,916,-0.6400,64,0.6311,0
58313,917,-0.6400,64,0.6307,0
58377,918,-0.6400,64,0.6303,0
58441,919,-0.6400,64,0.6299,0
58505,920,-0.6400,64,0.6295,0
58569,921,-0.6400,64,0.6291,0
58633,922,-0.6400,64,0.6287,0
58697,923,-0.6400,64,0.6283,0
58761,924,-0.6400,64,0.6278,0
58825,925,-0.6400,64,0.6274,0
58889,926,-0.6400,64,0.6270,0
58953,927,-0.6400,64,0.6266,0
59017,928,-0.6400,64,0.6262,0
59081,929,-0.6400,64,0.6258,0
59145,930,-0.6400,64,0.6254,0
59209,931,-0.6400,64,0.6250,0
59273,932,-0.6400,64,0.6246,0
59337,933,-0.6400,64,0.6242,0
59401,934,-0.6400,64,0.6238,0
59465,935,-0.6400,64,0.6234,0
59529,936,-0.6400,64,0.6230,0
59593,937,-0.6400,64,0.6226,0
59657,938,-0.6400,64,0.6222,0
59721,939,-0.6400,64,0.6218,0
59785,940,-0.6400,64,0.6214,0
59849,941,-0.6400,64,0.6210,0
59913,942,-0.6400,64,0.6206,0
59977,943,-0.6400,64,0.6201,0
60041,944,-0.6400,64,0.6197,0
60105,945,-0.6400,64,0.6193,0
60169,946,-0.6400,64,0.6189,0
60233,947,-0.6400,64,0.6185,0
60297,948,-0.6400,64,0.6181,0
60361,949,-0.6400,64,0.6177,0
60425,950,-0.6400,64,0.6173,0
60489,951,-0.6400,64,0.6169,0
60553,952,-0.6400,64,0.6165,0
60617,953,-0.6400,64,0.6161,0
60681,954,-0.6400,64,0.6157,0
60745,955,-0.6400,64,0.6153,0
60809,956,-0.6400,64,0.6149,0
60873,957,-0.6400,64,0.6145,0
60937,958,-0.6400,64,0.6141,0
61001,959,-0.6400,64,0.6137,0
61065,960,-0.6400,64,0.6133,0
61129,961,-0.6400,64,0.6128,0
61193,962,-0.6400,64,0.6124,0
61257,963,-0.6400,64,0.6120,0
61321,964,-0.6400,64,0.6116,0
61385,965,-0.6400,64,0.6112,0
61449,966,-0.6400,64,0.6108,0
61513,967,-0.6400,64,0.6104,0
61577,968,-0.6400,64,0.6100,0
61641,969,-0.6400,64,0.6096,0
61705,970,-0.6400,64,0.6092,0
61769,971,-0.6400,64,0.6088,0
61833,972,-0.6400,64,0.6084,0
61897,973,-0.6400,64,0.6080,0
61961,974,-0.6400,64,0.6076,0
62025,975,-0.6400,64,0.6072,0
62089,976,-0.6400,64,0.6068,0
62153,977,-0.6400,64,0.6064,0
62217,978,-0.6400,64,0.6060,0
62281,979,-0.6400,64,0.6056,0
62345,980,-0.6400,64,0.6051,0
62409,981,-0.6400,64,0.6047,0
62473,982,-0.6400,64,0.6043,0
62537,983,-0.6400,64,0.6039,0
62601,984,-0.6400,64,0.6035,0
62665,985,-0.6400,64,0.6031,0
62729,986,-0.6400,64,0.6027,0
62793,987,-0.6400,64,0.6023,0
62857,988,-0.6400,64,0.6019,0
62921,989,-0.6400,64,0.6015,0
62985,990,-0.6400,64,0.6011,0
63049,991,-0.6400,64,0.6007,0
63113,992,-0.6400,64,0.6003,0
63177,993,-0.6400,64,0.5999,0
63241,994,-0.6400,64,0.5995,0
63305,995,-0.6400,64,0.5991,0
63369,996,-0.6400,64,0.5987,0
63433,997,-0.6400,64,0.5983,0
63497,998,-0.6400,64,0.5979,0
63561,999,-0.6400,64,0.5974,0
63625,1000,-0.6400,64,0.5970,0
63689,1001,-0.6400,64,0.5966,0
63753,1002,-0.6400,64,0.5962,0
63817,1003,-0.6400,64,0.5958,0
63881,1004,-0.6400,64,0.5954,0
63945,1005,-0.6400,64,0.5950,0
64009,1006,-0.6400,64,0.5946,0
64073,1007,-0.6400,64,0.5942,0
64137,1008,-0.6400,64,0.5938,0
64201,1009,-0.6400,64,0.5934,0
64265,1010,-0.6400,64,0.5930,0
64329,1011,-0.6400,64,0.5926,0
64393,1012,-0.6400,64,0.5922,0
64457,1013,-0.6400,64,0.5918,0
64521,1014,-0.6400,64,0.5914,0
64585,1015,-0.6400,64,0.5910,0
64649,1016,-0.6400,64,0.5906,0
64713,1017,-0.6400,64,0.5902,0
64777,1018,-0.6400,64,0.5897,0
64841,1019,-0.6400,64,0.5893,0
64905,1020,-0.6400,64,0.5889,0
64969,1021,-0.6400,64,0.5885,0
65033,1022,-0.6400,64,0.5881,0
65097,1023,-0.6400,64,0.5877,0
65161,1024,-0.6400,64,0.5873,0
65225,1025,-0.6400,64,0.5869,0
65289,1026,-0.6400,64,0.5865,0
65353,1027,-0.6400,64,0.5861,0
65417,1028,-0.6400,64,0.5857,0
65481,1029,-0.6400,64,0.5853,0
65545,1030,-0.6400,64,0.5849,0
65609,1031,-0.6400,64,0.5845,0
65673,1032,-0.6400,64,0.5841,0
65737,1033,-0.6400,64,0.5837,0
65801,1034,-0.6400,64,0.5833,0
65865,1035,-0.6400,64,0.5829,0
65929,1036,-0.6400,64,0.5824,0
65993,1037,-0.6400,64,0.5820,0
66057,1038,-0.6400,64,0.5816,0
66121,1039,-0.6400,64,0.5812,0
66185,1040,-0.6400,64,0.5808,0
66249,1041,-0.6400,64,0.5804,0
66313,1042,-0.6400,64,0.5800,0
66377,1043,-0.6400,64,0.5796,0
66441,1044,-0.6400,64,0.5792,0
66505,1045,-0.6400,64,0.5788,0
66569,1046,-0.6400,64,0.5784,0
66633,1047,-0.6400,64,0.5780,0
66697,1048,-0.6400,64,0.5776,0
66761,1049,-0.6400,64,0.5772,0
66825,1050,-0.6400,64,0.5768,0
66889,1051,-0.6400,64,0.5764,0
66953,1052,-0.6400,64,0.5760,0
67017,1053,-0.6400,64,0.5756,0
67081,1054,-0.6400,64,0.5752,0
67145,1055,-0.6400,64,0.5747,0
67209,1056,-0.6400,64,0.5743,0
67273,1057,-0.6400,64,0.5739,0
67337,1058,-0.6400,64,0.5735,0
67401,1059,-0.6400,64,0.5731,0
67465,1060,-0.6400,64,0.5727,0
67529,1061,-0.6400,64,0.5723,0
67593,1062,-0.6400,64,0.5719,0
67657,1063,-0.6400,64,0.5715,0
67721,1064,-0.6400,64,0.5711,0
67785,1065,-0.6400,64,0.5707,0
67849,1066,-0.6400,64,0.5703,0
67913,1067,-0.6400,64,0.5699,0
67977,1068,-0.6400,64,0.5695,0
68041,1069,-0.6400,64,0.5691,0
68105,1070,-0.6400,64,0.5687,0
68169,1071,-0.6400,64,0.5683,0
68233,1072,-0.6400,64,0.5679,0
68297,1073,-0.6400,64,0.5675,0
68361,1074,-0.6400,64,0.5670,0
68425,1075,-0.6400,64,0.5666,0
68489,1076,-0.6400,64,0.5662,0
68553,1077,-0.6400,64,0.5658,0
68617,1078,-0.6400,64,0.5654,0
68681,1079,-0.6400,64,0.5650,0
68745,1080,-0.6400,64,0.5646,0
68809,1081,-0.6400,64,0.5642,0
68873,1082,-0.6400,64,0.5638,0
68937,1083,-0.6400,64,0.5634,0
69001,1084,-0.6400,64,0.5630,0
69065,1085,-0.6400,64,0.5626,0
69129,1086,-0.6400,64,0.5622,0
69193,1087,-0.6400,64,0.5618,0
69257,1088,-0.6400,64,0.5614,0
69321,1089,-0.6400,64,0.5610,0
69385,1090,-0.6400,64,0.5606,0
69449,1091,-0.6400,64,0.5602,0
69513,1092,-0.6400,64,0.5598,0
69577,1093,-0.6400,64,0.5593,0
69641,1094,-0.6400,64,0.5589,0
69705,1095,-0.6400,64,0.5585,0
69769,1096,-0.6400,64,0.5581,0
69833,1097,-0.6400,64,0.5577,0
69897,1098,-0.6400,64,0.5573,0
69961,1099,-0.6400,64,0.5569,0
70025,1100,-0.6400,64,0.5565,0
70089,1101,-0.6400,64,0.5561,0
70153,1102,-0.6400,64,0.5557,0
70217,1103,-0.6400,64,0.5553,0
70281,1104,-0.6400,64,0.5549,0
70345,1105,-0.6400,64,0.5545,0
70409,1106,-0.6400,64,0.5541,0
70473,1107,-0.6400,64,0.5537,0
70537,1108,-0.6400,64,0.5533,0
70601,1109,-0.6400,64,0.5529,0
70665,1110,-0.6400,64,0.5525,0
70729,1111,-0.6400,64,0.5520,0
70793,1112,-0.6400,64,0.5516,0
70857,1113,-0.6400,64,0.5512,0
70921,1114,-0.6400,64,0.5508,0
70985,1115,-0.6400,64,0.5504,0
71049,1116,-0.6400,64,0.5500,0
71113,1117,-0.6400,64,0.5496,0
71177,1118,-0.6400,64,0.5492,0
71241,1119,-0.6400,64,0.5488,0
71305,1120,-0.6400,64,0.5484,0
71369,1121,-0.6400,64,0.5480,0
71433,1122,-0.6400,64,0.5476,0
71497,1123,-0.6400,64,0.5472,0
71561,1124,-0.6400,64,0.5468,0
71625,1125,-0.6400,64,0.5464,0
71689,1126,-0.6400,64,0.5460,0
71753,1127,-0.6400,64,0.5456,0
71817,1128,-0.6400,64,0.5452,0
71881,1129,-0.6400,64,0.5448,0
71945,1130,-0.6400,64,0.5443,0
72009,1131,-0.6400,64,0.5439,0
72061,1132,0.4900,52,0.5436,1
72125,1133,-0.6400,64,0.5432,0
72189,1134,-0.6400,64,0.5428,0
72253,1135,-0.6400,64,0.5424,0
72317,1136,-0.6400,64,0.5420,0
72381,1137,-0.6400,64,0.5416,0
72445,1138,-0.6400,64,0.5412,0
72509,1139,-0.6400,64,0.5408,0
72573,1140,-0.6400,64,0.5404,0
72637,1141,-0.6400,64,0.5400,0
72701,1142,-0.6400,64,0.5396,0
72765,1143,-0.6400,64,0.5392,0
72829,1144,-0.6400,64,0.5387,0
72893,1145,-0.6400,64,0.5383,0
72957,1146,-0.6400,64,0.5379,0
73021,1147,-0.6400,64,0.5375,0
73085,1148,-0.6400,64,0.5371,0
73149,1149,-0.6400,64,0.5367,0
73213,1150,-0.6400,64,0.5363,0
73277,1151,-0.6400,64,0.5359,0
73341,1152,-0.6400,64,0.5355,0
73405,1153,-0.6400,64,0.5351,0
73469,1154,-0.6400,64,0.5347,0
73533,1155,-0.6400,64,0.5343,0
73597,1156,-0.6400,64,0.5339,0
73661,1157,-0.6400,64,0.5335,0
73725,1158,-0.6400,64,0.5331,0
73789,1159,-0.6400,64,0.5327,0
73853,1160,-0.6400,64,0.5323,0
73917,1161,-0.6400,64,0.5319,0
73981,1162,-0.6400,64,0.5315,0
74045,1163,-0.6400,64,0.5310,0
74109,1164,-0.6400,64,0.5306,0
74173,1165,-0.6400,64,0.5302,0
74237,1166,-0.6400,64,0.5298,0
74301,1167,-0.6400,64,0.5294,0
74365,1168,-0.6400,64,0.5290,0
74429,1169,-0.6400,64,0.5286,0
74493,1170,-0.6400,64,0.5282,0
74557,1171,-0.6400,64,0.5278,0
74621,1172,-0.6400,64,0.5274,0
74685,1173,-0.6400,64,0.5270,0
74749,1174,-0.6400,64,0.5266,0
74813,1175,-0.6400,64,0.5262,0
74877,1176,-0.6400,64,0.5258,0
74941,1177,-0.6400,64,0.5254,0
75005,1178,-0.6400,64,0.5250,0
75069,1179,-0.6400,64,0.5246,0
75133,1180,-0.6400,64,0.5242,0
75197,1181,-0.6400,64,0.5238,0
75261,1182,-0.6400,64,0.5233,0
75325,1183,-0.6400,64,0.5229,0
75389,1184,-0.6400,64,0.5225,0
75453,1185,-0.6400,64,0.5221,0
75517,1186,-0.6400,64,0.5217,0
75581,1187,-0.6400,64,0.5213,0
75645,1188,-0.6400,64,0.5209,0
75709,1189,-0.6400,64,0.5205,0
75773,1190,-0.6400,64,0.5201,0
75837,1191,-0.6400,64,0.5197,0
75901,1192,-0.6400,64,0.5193,0
75965,1193,-0.6400,64,0.5189,0
76029,1194,-0.6400,64,0.5185,0
76093,1195,-0.6400,64,0.5181,0
76157,1196,-0.6400,64,0.5177,0
76221,1197,-0.6400,64,0.5173,0
76285,1198,-0.6400,64,0.5169,0
76349,1199,-0.6400,64,0.5165,0
76413,1200,-0.6400,64,0.5161,0
76477,1201,-0.6400,64,0.5156,0
76541,1202,-0.6400,64,0.5152,0
76605,1203,-0.6400,64,0.5148,0
76669,1204,-0.6400,64,0.5144,0
76733,1205,-0.6400,64,0.5140,0
76797,1206,-0.6400,64,0.5136,0
76861,1207,-0.6400,64,0.5132,0
76925,1208,-0.6400,64,0.5128,0
76989,1209,-0.6400,64,0.5124,0
77053,1210,-0.6400,64,0.5120,0
77117,1211,-0.6400,64,0.5116,0
77181,1212,-0.6400,64,0.5112,0
77245,1213,-0.6400,64,0.5108,0
77309,1214,-0.6400,64,0.5104,0
77373,1215,-0.6400,64,0.5100,0
77437,1216,-0.6400,64,0.5096,0
77501,1217,-0.6400,64,0.5092,0
77565,1218,-0.6400,64,0.5088,0
77629,1219,-0.6400,64,0.5083,0
77693,1220,-0.6400,64,0.5079,0
77757,1221,-0.6400,64,0.5075,0
77821,1222,-0.6400,64,0.5071,0
77885,1223,-0.6400,64,0.5067,0
77949,1224,-0.6400,64,0.5063,0
77986,1225,0.6400,37,0.5061,1
78050,1226,-0.6400,64,0.5057,0
78114,1227,-0.6400,64,0.5053,0
78178,1228,-0.6400,64,0.5049,0
78242,1229,-0.6400,64,0.5045,0
78306,1230,-0.6400,64,0.5041,0
78370,1231,-0.6400,64,0.5037,0
78434,1232,-0.6400,64,0.5033,0
78498,1233,-0.6400,64,0.5028,0
78562,1234,-0.6400,64,0.5024,0
78626,1235,-0.6400,64,0.5020,0
78690,1236,-0.6400,64,0.5016,0
78754,1237,-0.6400,64,0.5012,0
78818,1238,-0.6400,64,0.5008,0
78882,1239,-0.6400,64,0.5004,0
78946,1240,-0.6400,64,0.5000,0
79010,1241,-0.6400,64,0.4996,0
79074,1242,-0.6400,64,0.4992,0
79138,1243,-0.6400,64,0.4988,0
79202,1244,-0.6400,64,0.4984,0
79266,1245,-0.6400,64,0.4980,0
79330,1246,-0.6400,64,0.4976,0
79394,1247,-0.6400,64,0.4972,0
79458,1248,-0.6400,64,0.4968,0
79522,1249,-0.6400,64,0.4964,0
79586,1250,-0.6400,64,0.4960,0
79650,1251,-0.6400,64,0.4956,0
79714,1252,-0.6400,64,0.4951,0
79778,1253,-0.6400,64,0.4947,0
79842,1254,-0.6400,64,0.4943,0
79906,1255,-0.6400,64,0.4939,0
79970,1256,-0.6400,64,0.4935,0
80034,1257,-0.6400,64,0.4931,0
80098,1258,-0.6400,64,0.4927,0
80162,1259,-0.6400,64,0.4923,0
80226,1260,-0.6400,64,0.4919,0
80290,1261,-0.6400,64,0.4915,0
80354,1262,-0.6400,64,0.4911,0
80418,1263,-0.6400,64,0.4907,0
80482,1264,-0.6400,64,0.4903,0
80546,1265,-0.6400,64,0.4899,0
80610,1266,-0.6400,64,0.4895,0
80674,1267,-0.6400,64,0.4891,0
80738,1268,-0.6400,64,0.4887,0
80802,1269,-0.6400,64,0.4883,0
80866,1270,-0.6400,64,0.4878,0
80930,1271,-0.6400,64,0.4874,0
80994,1272,-0.6400,64,0.4870,0
81058,1273,-0.6400,64,0.4866,0
81122,1274,-0.6400,64,0.4862,0
81186,1275,-0.6400,64,0.4858,0
81250,1276,-0.6400,64,0.4854,0
81314,1277,-0.6400,64,0.4850,0
81378,1278,-0.6400,64,0.4846,0
81442,1279,-0.6400,64,0.4842,0
81506,1280,-0.6400,64,0.4838,0
81570,1281,-0.6400,64,0.4834,0
81634,1282,-0.6400,64,0.4830,0
81698,1283,-0.6400,64,0.4826,0
81762,1284,-0.6400,64,0.4822,0
81826,1285,-0.6400,64,0.4818,0
81890,1286,-0.6400,64,0.4814,0
81954,1287,-0.6400,64,0.4810,0
82018,1288,-0.6400,64,0.4806,0
82082,1289,-0.6400,64,0.4801,0
82146,1290,-0.6400,64,0.4797,0
82210,1291,-0.6400,64,0.4793,0
82274,1292,-0.6400,64,0.4789,0
82338,1293,-0.6400,64,0.4785,0
82402,1294,-0.6400,64,0.4781,0
82466,1295,-0.6400,64,0.4777,0
82530,1296,-0.6400,64,0.4773,0
82594,1297,-0.6400,64,0.4769,0
82658,1298,-0.6400,64,0.4765,0
82722,1299,-0.6400,64,0.4761,0
82786,1300,-0.6400,64,0.4757,0
82850,1301,-0.6400,64,0.4753,0
82914,1302,-0.6400,64,0.4749,0
82978,1303,-0.6400,64,0.4745,0
83042,1304,-0.6400,64,0.4741,0
83106,1305,-0.6400,64,0.4737,0
83170,1306,-0.6400,64,0.4733,0
83234,1307,-0.6400,64,0.4729,0
83298,1308,-0.6400,64,0.4724,0
83362,1309,-0.6400,64,0.4720,0
83426,1310,-0.6400,64,0.4716,0
83490,1311,-0.6400,64,0.4712,0
83554,1312,-0.6400,64,0.4708,0
83618,1313,-0.6400,64,0.4704,0
83682,1314,-0.6400,64,0.4700,0
83746,1315,-0.6400,64,0.4696,0
83810,1316,-0.6400,64,0.4692,0
83874,1317,-0.6400,64,0.4688,0
83938,1318,-0.6400,64,0.4684,0
84002,1319,-0.6400,64,0.4680,0
84066,1320,-0.6400,64,0.4676,0
84130,1321,-0.6400,64,0.4672,0
84194,1322,-0.6400,64,0.4668,0
84258,1323,-0.6400,64,0.4664,0
84322,1324,-0.6400,64,0.4660,0
84386,1325,-0.6400,64,0.4656,0
84450,1326,-0.6400,64,0.4652,0
84514,1327,-0.6400,64,0.4647,0
84578,1328,-0.6400,64,0.4643,0
84642,1329,-0.6400,64,0.4639,0
84706,1330,-0.6400,64,0.4635,0
84752,1331,0.5500,46,0.4632,1
84816,1332,-0.6400,64,0.4628,0
84880,1333,-0.6400,64,0.4624,0
84944,1334,-0.6400,64,0.4620,0
85008,1335,-0.6400,64,0.4616,0
85072,1336,-0.6400,64,0.4612,0
85136,1337,-0.6400,64,0.4608,0
85200,1338,-0.6400,64,0.4604,0
85264,1339,-0.6400,64,0.4600,0
85328,1340,-0.6400,64,0.4596,0
85392,1341,-0.6400,64,0.4592,0
85456,1342,-0.6400,64,0.4588,0
85520,1343,-0.6400,64,0.4584,0
85584,1344,-0.6400,64,0.4580,0
85648,1345,-0.6400,64,0.4576,0
85712,1346,-0.6400,64,0.4572,0
85776,1347,-0.6400,64,0.4568,0
85840,1348,-0.6400,64,0.4563,0
85904,1349,-0.6400,64,0.4559,0
85968,1350,-0.6400,64,0.4555,0
86032,1351,-0.6400,64,0.4551,0
86096,1352,-0.6400,64,0.4547,0
86160,1353,-0.6400,64,0.4543,0
86224,1354,-0.6400,64,0.4539,0
86288,1355,-0.6400,64,0.4535,0
86346,1356,0.4300,58,0.4531,1
86410,1357,-0.6400,64,0.4527,0
86474,1358,-0.6400,64,0.4523,0
86538,1359,-0.6400,64,0.4519,0
86602,1360,-0.6400,64,0.4515,0
86666,1361,-0.6400,64,0.4511,0
86730,1362,-0.6400,64,0.4507,0
86794,1363,-0.6400,64,0.4503,0
86858,1364,-0.6400,64,0.4499,0
86922,1365,-0.6400,64,0.4495,0
86986,1366,-0.6400,64,0.4491,0
87050,1367,-0.6400,64,0.4487,0
87114,1368,-0.6400,64,0.4483,0
87178,1369,-0.6400,64,0.4479,0
87242,1370,-0.6400,64,0.4475,0
87306,1371,-0.6400,64,0.4471,0
87354,1372,0.5300,48,0.4468,1
87418,1373,-0.6400,64,0.4464,0
87482,1374,-0.6400,64,0.4459,0
