agent,seed,episodes,success_rate,mean_return,std_return,mean_steps,std_steps
pixel_dqn,1,50,100.0,0.8299999999999998,1.1102230246251565e-16,18.0,0.0
pixel_dqn,2,50,0.0,-0.6400000000000005,1.1102230246251565e-16,64.0,0.0
pixel_dqn,3,50,0.0,-0.6400000000000005,1.1102230246251565e-16,64.0,0.0
